index	iid	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group Label	Version ID	Master ID	Publication	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990Â¬Â±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, ""QUESTIONABLE"" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.03, ""QUESTIONABLE"" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date BP	Date BP (SE)	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	No. Libraries	SNPs	Mean length of shotgun sequences (merged data)	Family ID and position within family	Y haplogroup	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	LibraryID(s)	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Steppe	WHG	Farmer	Steppe(SE)	WHG(SE)	Farmer(SE)
2257	I0744	-0.0176	0.0423	-0.0315	0.0006	0.0008	-0.0029	0.005	0.0009	-0.0024	0.0045	Turkey_N	I0744	I0744	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	2.39		M	ds.half	PASS		M10-275	petrous	2015	Direct: IntCal20	8270	48	6400-6239 calBCE (7455±30 BP, PSUAMS-2299)	..	Turkey_N	1	868288	..	Turkey, Northwest Anatolia, Marmara, Barcın Family B (2 members) (I1097-I0744 are 2nd or 3rd degree relatives)	G2a2b2a	..	..	564	J1c11	[0.990,0.998]	0.219	0.538	..	..	..	..	-0.007	0.006	None	[0,0.005]	S0744.E1.L1	Xcontam=0.01	0.00001	0.00001	0.99998	0	0	0
2258	I1096	-0.0137	0.0422	-0.031	-0.0014	0.0012	0.0023	-0.0017	-0.0021	-0.0045	-0.0014	Turkey_N	I1096	I1096	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	2.865		M	ds.half	PASS		BAR26 / M10-76	petrous	2015	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	1	743953	..	n/a (no relatives detected)	I2	..	..	531	N1a1a+152	[0.997,1.000]	0.184	0.42	3597	0.005182	3.775520464	[0.002,0.008]	0.001	0.005	None	[0,0.011]	S1096.E1.L1	..	0.00001	0.00001	0.99998	0	0	0
2259	I1098	-0.0161	0.0398	-0.0293	0.0019	0.0002	0.0011	0.0023	-0.0054	-0.0006	0.0005	Turkey_N	I1098	I1098	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	2.994		F	ds.half	PASS		BAR99 / M10-352	petrous	2015	Direct: IntCal20	8282	51	6419-6246 calBCE (7475±25 BP, PSUAMS-2947)	..	Turkey_N	1	780305	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	393	X2d	[0.994,0.999]	0.163	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.006	0.006	None	[0,0.006]	S1098.E1.L1	..	0.00001	0.00001	0.99998	0	0	0
2260	I0708	-0.0174	0.0308	-0.0279	0.0019	-0.0006	-0.0033	0.0059	0.0011	0.001	0.0013	Turkey_N	I0708	I0708	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	6.948		M	ds.half	PASS		BAR6 / L11-439	petrous	2015	Direct: IntCal20	8101	45	6224-6074 calBCE (7285±30 BP, PSUAMS-2103)	..	Turkey_N	1	960649	..	n/a (no relatives detected)	J2a1	..	..	762	N1b1a	[0.977,0.987]	0.211	0.524	..	..	..	..	-0.005	0.002	None	[0,0]	S0708.E1.L1	Xcontam=0.008	0.00001	0.00001	0.99998	0	0	0
2261	I0745	-0.015	0.0405	-0.0289	-0.0034	-0.0019	-0.0002	-0.0013	0.0029	0.0011	0.0013	Turkey_N	I0745	I0745	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	7.785		M	ds.half	PASS		M11-363	petrous	2015	Direct: IntCal20	8243	58	6387-6111 calBCE (7405±30 BP, PSUAMS-2105)	..	Turkey_N	1	976532	..	n/a (no relatives detected)	H	..	..	644	U8b1b1	[0.990,0.997]	0.217	0.542	..	..	..	..	-0.003	0.002	None	[0,0.001]	S0745.E1.L1	Xcontam=0.008	0.00001	0.00001	0.99998	0	0	0
2262	I0746	-0.0149	0.038	-0.0309	-0.0012	-0.0023	-0.0014	0.0022	-0.0018	-0.0007	-0.0044	Turkey_N	I0746	I0746	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	8.465		M	ds.half	PASS		L11-322	petrous	2015	Direct: IntCal20	7928	52	6070-5888 calBCE (7110±50 BP, Poz-82177)	..	Turkey_N	1	983405	..	n/a (no relatives detected)	G2a2b2a1a1c	..	..	1100	K1a	[0.989,0.995]	0.15	0.537	..	..	..	..	0.001	0.004	None	[0,0.009]	S0746.E1.L1	Xcontam=0.008	0.00001	0.00001	0.99998	0	0	0
2263	I0707	-0.0167	0.0424	-0.0356	-0.0016	-0.0051	-0.0017	0.0075	-0.003	-0.0034	0.0001	Turkey_N	I0707	I0707	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	9.431		F	ds.half	PASS		BAR2 / L11-213	petrous	2015	Direct: IntCal20; redated after receiving a date of 9656-9293 calBCE (9935±35 BP, PSUAMS-3180) that does not fit the archaeological context; the new date is consistent with other samples at the same site and suggests that the older date may be a product of a sample mixup	8096	50	6225-6065 calBCE (7272±34 BP, Tubitak-0455)	..	Turkey_N	1	989345	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	1080	K1a4	[0.992,0.998]	0.17	0.004	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.001	0.003	None	[0,0.005]	S0707.E1.L1	..	0.00001	0.00001	0.99998	0	0	0
2264	I0709	-0.0146	0.0434	-0.0345	0.0003	-0.0033	-0.0002	0.0018	-0.0028	0.0053	-0.0008	Turkey_N	I0709	I0709	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	9.765		M	ds.half	PASS		BAR20/ M13-170	petrous	2015	Direct: IntCal20	8085	54	6223-6034 calBCE (7255±30 BP, PSUAMS-2952)	..	Turkey_N	1	967754	..	n/a (no relatives detected)	H	..	..	1100	U3	[0.993,0.998]	0.15	0.529	..	..	..	..	-0.005	0.003	None	[0,0.001]	S0709.E1.L1	Xcontam=0.008	0.00001	0.00001	0.99998	0	0	0
2265	I0736	-0.0159	0.0417	-0.0307	-0.0028	-0.0012	0.0001	0.0034	-0.0038	-0.0024	-0.0014	Turkey_N	I0736	I0736	MathiesonNature2015		Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	1240K	2.248		F	ds.half	PASS		L11-216	petrous	2015	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	1	798920	..	Turkey, Northwest Anatolia, Marmara, Barcın Family A (2 members) (I0854-I0736 are 1st degree relatives)	n/a (female)	n/a (female)	n/a (female)	770	N1a1a+152	[0.993,0.998]	0.174	0.008	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.004	0.005	None	[0,0.006]	S0736.E1.L1	..	0.00001	0.00001	0.99998	0	0	0
2266	I0633	-0.0119	0.0441	-0.0328	-0.0003	-0.0037	0.0035	0.0018	-0.0016	-0.0028	0.0004	Serbia_EN	I0633	I0633	MathiesonNature2018		Vojvodina, Hrtkovci, Gomolova	Serbia	44.9	19.75	1240K	0.884		M	ds.minus	PASS		NG11/3, Grave 3; inv. K11	petrous	2018	Direct: IntCal20	7424	56	5610-5376 calBCE (6520±40 BP, Poz-82186)	..	Serbia_EN	1	622754	..	n/a (no relatives detected)	G2a2a1	..	..	151.408112	H+16311	[0.922,0.962]	..	..	..	..	..	..	0.016	0.011	None	[0,0.038]	S0633.E1.L1	Xcontam=0.008, mtcontam=[0.922,0.962]	0.02876	0.00001	0.97123	0.007237	0	0.007237
2267	I0634	-0.0112	0.039	-0.0316	-0.0005	0.002	0.0009	0.0025	0.0033	0.0001	0.0024	Serbia_EN	I0634	I0634	MathiesonNature2018		Vojvodina, Hrtkovci, Gomolova	Serbia	44.9	19.75	1240K	2.771		M	ds.minus	PASS		NG19/8, Grave 8; inv. K19	petrous	2018	Direct: IntCal20	6560	56	4712-4502 calBCE (5760±40 BP, Poz-82185)	..	Serbia_EN	1	872251	..	n/a (no relatives detected)	G2a2a1a	..	..	599.274006	K1a4	[0.977,0.993]	..	..	..	..	..	..	-0.004	0.004	None	[0,0.004]	S0634.E1.L1	Xcontam=0.006	0.045951	0.003637	0.950412	0.007799	0.008993	0.010594
2268	I1131	-0.0066	0.046	-0.0348	0.0009	-0.0024	0.0027	0.0039	-0.0021	0.0003	-0.0012	Serbia_EN	I1131	I1131	MathiesonNature2018		Vojvodina, Hrtkovci, Gomolova	Serbia	44.9	19.75	1240K	2.922		M	ds.half	PASS		NG21/10, Grave 10; inv. K21	petrous	2018	Direct: IntCal20	6482	48	4653-4452 calBCE (5700±30 BP, Beta-432798)	..	Serbia_EN	1	760614	..	n/a (no relatives detected)	G2a2a1a	..	..	670	H	[0.995,1.000]	0.084	0.42	3721	0.004032	3.221852341	[0.002,0.006]	0.001	0.006	None	[0,0.013]	S1131.E1.L1	..	0.024733	0.00001	0.975257	0.007394	0.006494	0.008934
2269	I1499	0.0011	0.042	-0.0188	0.0022	-0.0011	0.0012	-0.0003	-0.0013	0.0029	0.0043	Hungary_MN_ALPc_Bukk	I1499	I1499	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Garadna	Hungary	48.52	21.168	1240K	3.319		F	ds.half	PASS		HUNG86, NE3	petrous	2014	Direct: IntCal20	7077	58	5286-5015 calBCE (6185±34 BP, OxA-27732)	..	Hungary_MN_ALPc_Bukk	1	817184	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	320	X2b+226	[0.987,0.995]	0.162	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.007	0.006	None	[0,0.005]	S1499.E1.L1	..	0.032708	0.137566	0.829725	0.008555	0.014807	0.013452
2270	I1502	0.0287	0.0171	0.0157	0.0053	0.0065	0.005	-0.0022	-0.0021	0.0009	0.0053	Hungary_EBA_Mako	I1502	I1502	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Kompolt-Kigyoser	Hungary	47.167	20.833	1240K	4.682		F	ds.half	PASS		HUNG370, BR1	petrous	2014	Direct: IntCal20	4026	51	2195-1973 calBCE (3686±28 BP, OxA-23799)	..	Hungary_EBA_Mako	1	795163	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	700	K1	[0.990,0.997]	0.117	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.009	0.006	None	[0,0.021]	S1502.E1.L1	..	0.121933	0.383803	0.494264	0.010954	0.015528	0.016903
2271	I1497	0.0001	0.0399	-0.0183	0.0016	0	-0.0003	0.0003	-0.0016	-0.0037	-0.0008	Hungary_LateC_Baden	I1497	I1497	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Apc-Berekalya I	Hungary	47.167	19.833	1240K	4.563		F	ds.half	PASS		HUNG353, CO1	petrous	2014	Direct: IntCal20	5019	100	3320-2922 calBCE (4421±27 BP, MAMS-14825)	..	Hungary_LateC_Baden	1	813420	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	445	H	[0.983,0.994]	0.112	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.005	0.005	None	[0,0.015]	S1497.E1.L1	..	0.023881	0.141003	0.835117	0.008274	0.012874	0.012863
2272	I1495	-0.0022	0.0403	-0.0278	-0.0008	0.003	0.004	0	0.0015	0.0018	0.0018	Hungary_LN_Lengyel	I1495	I1495	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Apc-Berekalya I	Hungary	47.167	19.833	1240K	4.853		M	ds.half	PASS		HUNG347, NE7	petrous	2014	Direct: IntCal20	6367	39	4496-4353 calBCE (5598±32 BP, MAMS-14819)	..	Hungary_LN_Lengyel	1	812237	..	n/a (no relatives detected)	I2a1a1b	..	..	552	N1a1a+152	[0.995,0.999]	0.094	0.424	5332	0.004819	4.975207074	[0.003,0.007]	-0.009	0.004	None	[0,0]	S1495.E1.L1	..	0.014686	0.098883	0.886431	0.007878	0.01271	0.012217
2273	I1498	-0.0034	0.0402	-0.0223	-0.0023	-0.0003	0.0003	0.0049	0.0001	0.0013	-0.0017	Hungary_MN_ALPc	I1498	I1498	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Debrecen Tocopart Erdoalja	Hungary	47.524728	21.58557	1240K	4.879		F	ds.half	PASS		HUNG302, NE2	petrous	2014	Direct: IntCal20	7094	62	5297-5048 calBCE (6207±30 BP, OxA-27858)	..	Hungary_MN_ALPc	1	809882	..	Hungary, Polgár-Csőszhalom, M3. 6 Family A (2 members) (I1498-I17366 have a 2d or 3d relationship)	n/a (female)	n/a (female)	n/a (female)	465	H	[0.987,0.997]	0.124	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.001	0.005	None	[0,0.009]	S1498.E1.L1	..	0.046399	0.089161	0.86444	0.007688	0.014537	0.014682
2274	I1507	0.0741	0.0352	0.045	0.0118	0.0066	0.0019	-0.0035	-0.0042	0.0002	-0.0011	Hungary_EN_HG_Koros	I1507	I1507	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Tiszaszolos-Domaháza	Hungary	47.93	21.2	1240K	5.103		M	ds.half	PASS		HUNG345a, KO1	petrous	2014	Direct: IntCal20	7661	37	5788-5640 calBCE (6835±34 BP, OxA-23757)	..	Hungary_EN_HG_Koros	1	784154	..	n/a (no relatives detected)	I2a1a1b	..	..	480	R1b1	[0.981,0.991]	0.108	0.424	4944	0.004023	4.610254705	[0.002,0.006]	0	0.005	None	[0,0.01]	S1507.E1.L1	..	0.00001	0.99998	0.00001	0	0	0
2275	I1496	-0.0073	0.0475	-0.0311	-0.0014	-0.001	0.0015	0.0025	-0.0023	0.0009	-0.0035	Hungary_MN_LBK	I1496	I1496	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Apc-Berekalya I	Hungary	47.167	19.833	1240K	5.246		M	ds.half	PASS		HUNG352, NE6	petrous	2014	Direct: IntCal20	7040	72	5211-4958 calBCE (6135±33 BP, MAMS-14821)	..	Hungary_MN_LBK	1	795124	..	n/a (no relatives detected)	C1a2	..	..	615	K1a3a3	[0.963,0.976]	0.077	0.424	5105	0.004332	4.925371302	[0.003,0.006]	-0.003	0.007	None	[0,0.011]	S1496.E1.L1	mtcontam=[0.963,0.976]	0.018346	0.007794	0.97386	0.007055	0.009136	0.010173
2276	I1505	-0.004	0.0468	-0.0258	0.0013	-0.001	-0.0014	-0.0003	0.0026	0.002	-0.0022	Hungary_MN_ALPc	I1505	I1505	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)		Polgár-Ferenci hát, M3-31	Hungary	47.88	21.19	1240K	3.494		F	ds.half	PASS		PF839/1198, NE4	petrous	2014	Direct: IntCal20	7057	64	5210-5003 calBCE (6153±33 BP, OxA-28020)	..	Hungary_MN_ALPc	1	769498	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	142	J1c5	[0.987,0.995]	0.161	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.007	0.004	None	[0,0.001]	S1505.E1.L1	..	0.023829	0.072656	0.903514	0.007532	0.015354	0.014133
2277	I1738	0.0597	-0.0056	0.0512	0.0126	0.0029	0.0048	-0.0064	-0.0009	0.0019	0.0019	Ukraine_N	I1738	I1738	MathiesonNature2018		Vovnigi	Ukraine	48.133333	35.083333	1240K	2.12		M	ds.half	PASS		StPet4, collection 6204, individual 4	petrous	2018	Direct: IntCal20	7348	49	5475-5320 calBCE (6420±40 BP, Poz-81153)	..	Ukraine_N	1	711174	..	Ukraine, Vovnigi Family A (3 members) (I1732-I1378 have a mother-son relationship; I1738 is a 2nd or 3rd degree of I1378)	I2a1b1a2a2a	..	..	503	U5a2+16294	[0.982,0.993]	0.11	0.421	2633	0.009146	4.509570634	[0.005,0.013]	..	..	..	..	S1738.E1.L1	Xcontam=[0.005,0.013]	0.19285	0.80714	0.00001	0.01048	0.010712	0.002472
2278	I1732	0.0613	-0.0062	0.0544	0.0167	0.0032	0.0057	-0.0005	0.0003	0.0013	0.0012	Ukraine_N	I1732	I1732	MathiesonNature2018		Vovnigi	Ukraine	48.133333	35.083333	1240K	2.552		F	ds.half	PASS		StPet3, collection 6204, individual 7	petrous	2018	Direct: IntCal20	7218	50	5372-5134 calBCE (6300±40 BP, Poz-81130)	..	Ukraine_N	1	732709	..	Ukraine, Vovnigi Family A (3 members) (I1732-I1378 have a mother-son relationship; I1738 is a 2nd or 3rd degree of I1378)	n/a (female)	n/a (female)	n/a (female)	542	U4b	[0.984,0.992]	0.115	0.008	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.003	0.006	None	[0,0.015]	S1732.E1.L1	..	0.198595	0.801395	0.00001	0.012019	0.012019	0
2279	I1193	-0.0086	-0.1226	0.1106	0.0398	0.0067	0.0047	-0.0058	-0.0035	-0.0044	-0.011	Russia_MN_Boisman	I1193	I1193	WangNature2021		Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	1240K	0.584		M	ds.half	PASS		Popov10, Cemetery 2, Burial 1	tooth	2021	Direct: IntCal20	6832	52	4989-4794 calBCE (5995±35 BP, Poz-83474)	..	Russia_MN_Boisman	1	459378	..	n/a (no relatives detected)	C2a1a	..	C2a1a-F1788	324	C5b	[0.991,0.997]	0.049	0.424	439	0.004185	1.195362166	[0,0.011]	-0.009	0.015	None	[0,0.02]	S1193.E1.L2	damage.ds.half=0.049	0.99998	0.00001	0.00001	0	0	0
2280	I1190	-0.0073	-0.1227	0.113	0.0448	0.0084	0.0098	-0.0025	-0.0103	0.0025	-0.0021	Russia_MN_Boisman	I1190	I1190	WangNature2021		Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	1240K	1.668		F	ds.half	PASS		Popov3, Cemetery 1, Burial 2A	tooth	2021	Direct: IntCal20	6675	126	4988-4462 calBCE (5860±100 BP, TERRA-06129717)	..	Russia_MN_Boisman	1	736250	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	442	D4e5	[0.996,0.999]	0.046	0.008	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.019	0.008	None	[0,0]	S1190.E1.L2	damage.ds.half=0.046	0.99998	0.00001	0.00001	0	0	0
2281	I1196	-0.0078	-0.1167	0.116	0.0466	0.0086	0.0008	-0.01	-0.0019	-0.0004	-0.0021	Russia_MN_Boisman	I1196	I1196	WangNature2021		Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	1240K	0.265		F	ds.half	PASS		Popov30, Cemetery 2, Burial 4A	tooth	2021	Direct: IntCal20	7058	64	5211-5001 calBCE (6155±35 BP, Poz-83476)	..	Russia_MN_Boisman	1	255960	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	109	C5b1	[0.996,1.000]	0.089	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.018	None	[0,0.042]	S1196.E1.L2	..	0.99998	0.00001	0.00001	0	0	0
2282	I1197_published	-0.0097	-0.1221	0.119	0.0525	0.0107	0.0057	0.0038	-0.0056	-0.0064	-0.004	Russia_MN_Boisman_published	I1197_published	I1197	WangNature2021		Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	1240K	0.541		F	ds.half	PASS		Popov35, Cemetery 2, Burial 5A	tooth	2021	Direct: IntCal20	6804	57	4983-4726 calBCE (5970±40 BP, Poz-83477)	..	Russia_MN_Boisman_published	1	446617	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	587	C5a	[0.995,0.999]	0.091	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.014	0.013	None	[0,0.011]	S1197.E1.L2	..	0.99998	0.00001	0.00001	0	0	0
2283	I1198	-0.0117	-0.119	0.1245	0.0551	0.0084	0.0137	0.0157	-0.0264	-0.0068	0.0109	Russia_MN_Boisman	I1198	I1198	WangNature2021		Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	1240K	0.091		F	ds.half	PASS		Popov41, Cemetery 2, Burial 6	tooth	2021	Direct: IntCal20	6872	61	5036-4799 calBCE (6030±40 BP, Poz-83478)	..	Russia_MN_Boisman	1	101014	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	276	D4l2	[0.999,1.000]	0.08	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.113	0.004	Model_Misspecified	[0,0]	S1198.E1.L2	..	0.99998	0.00001	0.00001	0	0	0
2284	NE1	-0.0067	0.0457	-0.0178	0.0081	0.0051	0	-0.0046	0.0011	-0.0043	0.0008	Hungary_MN_LBK.SG	NE1.SG	I1506	GambaNatureCommunications2014		Polgár-Ferenci hát, M3-31	Hungary	47.846464	21.149429	Shotgun	19.27		F	ds.minus	PASS		PF325, NE1	petrous	2014	Direct: IntCal20	7146	75	5306-5064 calBCE (6237±32 BP, OxA-27861)	..	Hungary_MN_LBK.SG	..	1150279	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	U5b2c	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.022	0.002	None	[0,0]	..	Literature	0.048794	0.068204	0.883002	0.008207	0.012721	0.011915
2285	StoraForvar11	0.0409	0.0142	0.0425	0.0162	0.0125	0.0165	-0.0058	0.006	-0.0059	-0.0001	Sweden_HG.SG	StoraForvar11.SG	StoraForvar11	SkoglundScience2014		Gotland, Stora Karlsö	Sweden	57.285	17.971	Shotgun	0.09		M	ds.minus	PASS		StoraForvar11	bone (long bone)	2014	Direct: IntCal20	7365	68	5557-5230 calBCE (6459±70 BP, Ua-45742)	..	Sweden_HG.SG	..	101687	..	n/a (no relatives detected)	I2	..	..	25.6	U5a1	..	..	..	..	..	..	..	0.196	0.045	Very_High_Contamination	[0.108,0.284]	..	Literature	0.194691	0.611576	0.193734	0.011345	0.012545	0.013141
2286	Ajvide52	0.0353	0.0262	0.0622	0.0341	0.0269	0.0135	-0.0034	0.0043	0.0098	0.0057	Sweden_PWC.SG	Ajvide52.SG	Ajvide52	SkoglundScience2014		Gotland, Stora Karlsö	Sweden	57.287	18.206	Shotgun	0.099		M	ds.minus	PASS		Ajvide52	..	2012	Context: Archaeological - Period	4700	87	2900-2600 BCE	..	Sweden_PWC.SG	..	106714	..	n/a (no relatives detected)	I2	..	n/a (not published)	49.4	V	..	..	..	..	..	..	..	-0.047	0.015	Model_Misspecified	[0,0]	..	Literature	0.104495	0.751153	0.144351	0.010971	0.016104	0.01534
2287	Ajvide53	0.0529	0.0273	0.053	0.0338	0.0099	0.0111	-0.0157	-0.0021	-0.0569	-0.0474	Sweden_PWC.SG	Ajvide53.SG	Ajvide53	SkoglundScience2014		Gotland, Stora Karlsö	Sweden	57.287	18.206	Shotgun	0.026		F	ds.minus	PASS		Ajvide53	..	2014	Context: Archaeological - Period	4700	87	2900-2600 BCE	..	Sweden_PWC.SG	..	29343	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	2.5	U4d	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.018	0.031	Model_Misspecified	[0,0.043]	..	Literature	0.112945	0.756993	0.130062	0.019225	0.021379	0.023161
2288	Ajvide58	0.0475	0.0223	0.0516	0.0271	0.0105	0.0054	0.0026	-0.0021	0.0062	0.0018	Sweden_PWC.SG	Ajvide58.SG	Ajvide58	SkoglundScience2014		Gotland, Stora Karlsö	Sweden	57.287	18.206	Shotgun	2.312		M	ds.minus	PASS		Ajvide58	..	2014	Context: Archaeological - Period	4700	87	2900-2600 BCE	..	Sweden_PWC.SG	..	1021712	..	n/a (no relatives detected)	I2a1a1	..	I2a1	161.7	U4d	..	..	..	..	..	..	..	-0.018	0.002	None	[0,0]	..	Literature	0.114293	0.787447	0.09826	0.009436	0.013837	0.012961
2289	Ajvide70	0.0415	0.0292	0.0577	0.0343	0.0173	-0.0107	-0.0071	0.0069	-0.0053	0.0091	Sweden_PWC.SG	Ajvide70.SG	Ajvide70	SkoglundScience2014		Gotland, Stora Karlsö	Sweden	57.287	18.206	Shotgun	0.171		M	ds.minus	PASS		Ajvide70	..	2012	Context: Archaeological - Period	4700	87	2900-2600 BCE	..	Sweden_PWC.SG	..	179437	..	n/a (no relatives detected)	I2a1a1b	..	n/a (not published)	52.5	U4d	..	..	..	..	..	..	..	-0.028	0.015	Model_Misspecified	[0,0.001]	..	Literature	0.090626	0.784677	0.124697	0.009994	0.015619	0.014537
